Year,Region,Province/territory,Plan,Average ($)
2018,Rural,NL,5/1 Mbps,74.98
2018,Rural,YT,5/1 Mbps,69.99
2018,Rural,NT,5/1 Mbps,64.72
2018,Rural,NU,5/1 Mbps,69.99
2018,Rural,BC,25/3 Mbps,79.63
2018,Rural,AB,25/3 Mbps,78.59
2018,Rural,SK,25/3 Mbps,92.48
2018,Rural,MB,25/3 Mbps,99.99
2018,Rural,ON,25/3 Mbps,64.9
2018,Rural,QC,25/3 Mbps,74.23
2018,Rural,NB,25/3 Mbps,86.32
2018,Rural,PE,25/3 Mbps,99.99
2018,Rural,NS,25/3 Mbps,99.99
2018,Rural,NL,25/3 Mbps,99.99
2018,Rural,YT,25/3 Mbps,99.99
2018,Rural,NT,25/3 Mbps,102.73
2018,Rural,NU,25/3 Mbps,99.99
2018,Rural,BC,50/10 Mbps,74.8
2018,Rural,AB,50/10 Mbps,71.79
2018,Rural,ON,50/10 Mbps,61.75
2018,Rural,QC,50/10 Mbps,59.24
2018,Rural,NB,50/10 Mbps,90.48
2018,Rural,PE,50/10 Mbps,95.95
2018,Rural,NS,50/10 Mbps,96.62
2018,Rural,NL,50/10 Mbps,95.95
2018,Rural,Nord / North,5/1 Mbps,68.23
2018,Rural,Nord / North,25/3 Mbps,100.9
2018,Rural,Canada,5/1 Mbps,64.6
2018,Rural,Canada,25/3 Mbps,88.82
2018,Rural,Canada,50/10 Mbps,80.82
2018,Rural,Sud / South,5/1 Mbps,61.36
2018,Rural,Sud / South,25/3 Mbps,84.28
2018,Rural,Sud / South,50/10 Mbps,75.87
2018,National,BC,5/1 Mbps,53.47
2018,National,AB,5/1 Mbps,57
2018,National,SK,5/1 Mbps,54.86
2018,National,MB,5/1 Mbps,63.02
2018,National,ON,5/1 Mbps,47.73
2018,National,QC,5/1 Mbps,49.53
2018,National,NB,5/1 Mbps,54.52
2018,National,PE,5/1 Mbps,71.96
2018,National,NS,5/1 Mbps,58.43
2018,National,NL,5/1 Mbps,58.97
2018,National,YT,5/1 Mbps,55.97
2018,National,NT,5/1 Mbps,53.34
2018,National,NU,5/1 Mbps,72.49
2018,National,Nord / North,5/1 Mbps,60.6
2018,National,BC,25/3 Mbps,67.12
2018,National,AB,25/3 Mbps,66.72
2018,National,SK,25/3 Mbps,74.02
2018,National,MB,25/3 Mbps,80.28
2018,National,ON,25/3 Mbps,58.53
2018,National,QC,25/3 Mbps,60.91
2018,National,NB,25/3 Mbps,78.89
2018,National,PE,25/3 Mbps,99.99
2018,National,NS,25/3 Mbps,99.99
2018,National,NL,25/3 Mbps,85.73
2018,National,YT,25/3 Mbps,105.47
2018,National,NT,25/3 Mbps,106.84
2018,National,NU,25/3 Mbps,99.99
2018,National,Nord / North,25/3 Mbps,104.1
2018,National,BC,50/10 Mbps,70.26
2018,National,AB,50/10 Mbps,68.75
2018,National,SK,50/10 Mbps,72.81
2018,National,MB,50/10 Mbps,75.17
2018,National,ON,50/10 Mbps,61.61
2018,National,QC,50/10 Mbps,60.48
2018,National,NB,50/10 Mbps,90.39
2018,National,PE,50/10 Mbps,96.95
2018,National,NS,50/10 Mbps,97.28
2018,National,NL,50/10 Mbps,93.12
2018,National,Canada,5/1 Mbps,57.28
2018,National,Canada,25/3 Mbps,76.39
2018,National,Canada,50/10 Mbps,79.37
2018,National,Sud / South,5/1 Mbps,54.86
2018,National,Sud / South,25/3 Mbps,69.67
2018,National,Sud / South,50/10 Mbps,73.06
2017,Urbain / Urban,BC,5/1 Mbps,42.23
2017,Urbain / Urban,AB,5/1 Mbps,42.23
2017,Urbain / Urban,SK,5/1 Mbps,43.13
2017,Urbain / Urban,MB,5/1 Mbps,44.72
2017,Urbain / Urban,ON,5/1 Mbps,39.47
2017,Urbain / Urban,QC,5/1 Mbps,39.77
2017,Urbain / Urban,NB,5/1 Mbps,62.45
2017,Urbain / Urban,NS,5/1 Mbps,74.95
2017,Urbain / Urban,NL,5/1 Mbps,48.96
2017,Urbain / Urban,YT,5/1 Mbps,41.95
2017,Urbain / Urban,NT,5/1 Mbps,41.95
2017,Urbain / Urban,NU,5/1 Mbps,59.99
2017,Urbain / Urban,BC,25/3 Mbps,58.47
2017,Urbain / Urban,AB,25/3 Mbps,56.97
2017,Urbain / Urban,SK,25/3 Mbps,58.54
2017,Urbain / Urban,MB,25/3 Mbps,61.47
2017,Urbain / Urban,ON,25/3 Mbps,51.99
2017,Urbain / Urban,QC,25/3 Mbps,49.32
2017,Urbain / Urban,NB,25/3 Mbps,69.99
2017,Urbain / Urban,NL,25/3 Mbps,69.99
2017,Urbain / Urban,YT,25/3 Mbps,110.95
2017,Urbain / Urban,NT,25/3 Mbps,110.95
2017,Urbain / Urban,BC,50/10 Mbps,74.55
2017,Urbain / Urban,AB,50/10 Mbps,74.55
2017,Urbain / Urban,SK,50/10 Mbps,84.13
2017,Urbain / Urban,MB,50/10 Mbps,86.31
2017,Urbain / Urban,ON,50/10 Mbps,63.62
2017,Urbain / Urban,QC,50/10 Mbps,61.8
2017,Urbain / Urban,NB,50/10 Mbps,88.47
2017,Urbain / Urban,PE,50/10 Mbps,91.95
2017,Urbain / Urban,NS,50/10 Mbps,91.95
2017,Urbain / Urban,NL,50/10 Mbps,88.47
2017,Urbain / Urban,Nord / North,5/1 Mbps,47.96
2017,Urbain / Urban,Nord / North,25/3 Mbps,110.95
2017,Urbain / Urban,Canada,5/1 Mbps,48.59
2017,Urbain / Urban,Canada,25/3 Mbps,65.3
2017,Urbain / Urban,Canada,50/10 Mbps,80.58
2017,Urbain / Urban,Sud / South,5/1 Mbps,44.08
2017,Urbain / Urban,Sud / South,25/3 Mbps,56
2017,Urbain / Urban,Sud / South,50/10 Mbps,73.63
2017,Rural,BC,5/1 Mbps,55.35
2017,Rural,AB,5/1 Mbps,62.02
2017,Rural,SK,5/1 Mbps,58.03
2017,Rural,MB,5/1 Mbps,63.57
2017,Rural,ON,5/1 Mbps,48.63
2017,Rural,QC,5/1 Mbps,47.41
2017,Rural,NB,5/1 Mbps,51.98
2017,Rural,PE,5/1 Mbps,80.96
2017,Rural,NS,5/1 Mbps,65.23
2017,Rural,NL,5/1 Mbps,65.23
2017,Rural,YT,5/1 Mbps,83.97
2017,Rural,NT,5/1 Mbps,63.96
2017,Rural,NU,5/1 Mbps,59.99
2017,Rural,BC,25/3 Mbps,75.09
2017,Rural,AB,25/3 Mbps,79.33
2017,Rural,SK,25/3 Mbps,96.86
2017,Rural,MB,25/3 Mbps,99.99
2017,Rural,ON,25/3 Mbps,62.76
2017,Rural,QC,25/3 Mbps,61.33
2017,Rural,NB,25/3 Mbps,73.32
2017,Rural,PE,25/3 Mbps,89.99
2017,Rural,NS,25/3 Mbps,99.99
2017,Rural,NT,25/3 Mbps,105.47
2017,Rural,BC,50/10 Mbps,77.14
2017,Rural,AB,50/10 Mbps,74.99
2017,Rural,ON,50/10 Mbps,66.27
2017,Rural,QC,50/10 Mbps,66.17
2017,Rural,NB,50/10 Mbps,84.99
2017,Rural,PE,50/10 Mbps,91.95
2017,Rural,NS,50/10 Mbps,91.95
2017,Rural,NL,50/10 Mbps,91.95
2017,Rural,Nord / North,5/1 Mbps,69.31
2017,Rural,Nord / North,25/3 Mbps,105.47
2017,Rural,Canada,5/1 Mbps,60.7
2017,Rural,Canada,25/3 Mbps,84.41
2017,Rural,Canada,50/10 Mbps,80.68
2017,Rural,Sud / South,5/1 Mbps,57.67
2017,Rural,Sud / South,25/3 Mbps,75.09
2017,Rural,Sud / South,50/10 Mbps,76.46
2017,National,BC,5/1 Mbps,48.79
2017,National,AB,5/1 Mbps,52.12
2017,National,SK,5/1 Mbps,50.58
2017,National,MB,5/1 Mbps,54.14
2017,National,ON,5/1 Mbps,44.05
2017,National,QC,5/1 Mbps,43.59
2017,National,NB,5/1 Mbps,57.22
2017,National,PE,5/1 Mbps,80.96
2017,National,NS,5/1 Mbps,70.09
2017,National,NL,5/1 Mbps,57.1
2017,National,YT,5/1 Mbps,62.96
2017,National,NT,5/1 Mbps,52.96
2017,National,NU,5/1 Mbps,59.99
2017,National,Nord / North,5/1 Mbps,58.64
2017,National,BC,25/3 Mbps,66.78
2017,National,AB,25/3 Mbps,68.15
2017,National,SK,25/3 Mbps,77.7
2017,National,MB,25/3 Mbps,80.73
2017,National,ON,25/3 Mbps,57.38
2017,National,QC,25/3 Mbps,55.33
2017,National,NB,25/3 Mbps,71.66
2017,National,PE,25/3 Mbps,89.99
2017,National,NS,25/3 Mbps,99.99
2017,National,NL,25/3 Mbps,69.99
2017,National,YT,25/3 Mbps,110.95
2017,National,NT,25/3 Mbps,108.21
2017,National,Nord / North,25/3 Mbps,108.21
2017,National,BC,50/10 Mbps,75.84
2017,National,AB,50/10 Mbps,74.77
2017,National,SK,50/10 Mbps,84.13
2017,National,MB,50/10 Mbps,86.31
2017,National,ON,50/10 Mbps,64.95
2017,National,QC,50/10 Mbps,63.99
2017,National,NB,50/10 Mbps,86.73
2017,National,PE,50/10 Mbps,91.95
2017,National,NS,50/10 Mbps,91.95
2017,National,NL,50/10 Mbps,90.21
2017,National,Canada,5/1 Mbps,54.64
2017,National,Canada,25/3 Mbps,74.86
2017,National,Canada,50/10 Mbps,80.63
2017,National,Sud / South,5/1 Mbps,50.87
2017,National,Sud / South,25/3 Mbps,65.54
2017,National,Sud / South,50/10 Mbps,75.04
2016,Urbain / Urban,BC,5/1 Mbps,48.19
2016,Urbain / Urban,AB,5/1 Mbps,48.19
2016,Urbain / Urban,SK,5/1 Mbps,61.38
2016,Urbain / Urban,MB,5/1 Mbps,52.66
2016,Urbain / Urban,ON,5/1 Mbps,42.37
2016,Urbain / Urban,QC,5/1 Mbps,41.31
2016,Urbain / Urban,NB,5/1 Mbps,32.99
2016,Urbain / Urban,PE,5/1 Mbps,41.95
2016,Urbain / Urban,NL,5/1 Mbps,32.99
2016,Urbain / Urban,YT,5/1 Mbps,62.95
2016,Urbain / Urban,NT,5/1 Mbps,62.95
2016,Urbain / Urban,NU,5/1 Mbps,69.99
2016,Urbain / Urban,BC,25/3 Mbps,62.78
2016,Urbain / Urban,AB,25/3 Mbps,62.78
2016,Urbain / Urban,SK,25/3 Mbps,78.22
2016,Urbain / Urban,MB,25/3 Mbps,68.33
2016,Urbain / Urban,ON,25/3 Mbps,55.38
2016,Urbain / Urban,QC,25/3 Mbps,53
2016,Urbain / Urban,NB,25/3 Mbps,62.99
2016,Urbain / Urban,NL,25/3 Mbps,62.99
2016,Urbain / Urban,YT,25/3 Mbps,139.95
2016,Urbain / Urban,NT,25/3 Mbps,139.95
2016,Urbain / Urban,BC,50/10 Mbps,80.58
2016,Urbain / Urban,AB,50/10 Mbps,80.58
2016,Urbain / Urban,SK,50/10 Mbps,84.13
2016,Urbain / Urban,MB,50/10 Mbps,91.66
2016,Urbain / Urban,ON,50/10 Mbps,70.86
2016,Urbain / Urban,QC,50/10 Mbps,71.46
2016,Urbain / Urban,NB,50/10 Mbps,80.97
2016,Urbain / Urban,PE,50/10 Mbps,87.43
2016,Urbain / Urban,NS,50/10 Mbps,87.43
2016,Urbain / Urban,NL,50/10 Mbps,85.97
2016,Urbain / Urban,Nord / North,5/1 Mbps,65.3
2016,Urbain / Urban,Nord / North,25/3 Mbps,139.95
2016,Urbain / Urban,Canada,5/1 Mbps,46.73
2016,Urbain / Urban,Canada,25/3 Mbps,71.82
2016,Urbain / Urban,Canada,50/10 Mbps,82.11
2016,Urbain / Urban,Sud / South,5/1 Mbps,44.88
2016,Urbain / Urban,Sud / South,25/3 Mbps,60.57
2016,Urbain / Urban,Sud / South,50/10 Mbps,77.8
2016,Rural,BC,5/1 Mbps,54.42
2016,Rural,AB,5/1 Mbps,64.42
2016,Rural,SK,5/1 Mbps,61.37
2016,Rural,MB,5/1 Mbps,63.65
2016,Rural,ON,5/1 Mbps,52.15
2016,Rural,QC,5/1 Mbps,48.23
2016,Rural,NB,5/1 Mbps,63.81
2016,Rural,PE,5/1 Mbps,76.31
2016,Rural,NS,5/1 Mbps,79.48
2016,Rural,NL,5/1 Mbps,79.78
2016,Rural,YT,5/1 Mbps,79.48
2016,Rural,NT,5/1 Mbps,86.23
2016,Rural,NU,5/1 Mbps,74.99
2016,Rural,BC,25/3 Mbps,63.43
2016,Rural,AB,25/3 Mbps,70.66
2016,Rural,ON,25/3 Mbps,61.23
2016,Rural,QC,25/3 Mbps,56.6
2016,Rural,NB,25/3 Mbps,68.66
2016,Rural,BC,50/10 Mbps,78.57
2016,Rural,AB,50/10 Mbps,77.49
2016,Rural,ON,50/10 Mbps,76.82
2016,Rural,QC,50/10 Mbps,79.1
2016,Rural,NB,50/10 Mbps,72.99
2016,Rural,PE,50/10 Mbps,85.9
2016,Rural,NL,50/10 Mbps,85.9
2016,Rural,Nord / North,5/1 Mbps,80.23
2016,Rural,Canada,5/1 Mbps,65.8
2016,Rural,Canada,25/3 Mbps,64.11
2016,Rural,Canada,50/10 Mbps,79.54
2016,Rural,Sud / South,5/1 Mbps,61.02
2016,Rural,Sud / South,25/3 Mbps,62.76
2016,Rural,Sud / South,50/10 Mbps,78.78
2016,National,BC,5/1 Mbps,51.3
2016,National,AB,5/1 Mbps,56.3
2016,National,SK,5/1 Mbps,61.38
2016,National,MB,5/1 Mbps,58.16
2016,National,ON,5/1 Mbps,47.26
2016,National,QC,5/1 Mbps,44.77
2016,National,NB,5/1 Mbps,48.4
2016,National,PE,5/1 Mbps,59.13
2016,National,NS,5/1 Mbps,79.48
2016,National,NL,5/1 Mbps,56.39
2016,National,YT,5/1 Mbps,71.22
2016,National,NT,5/1 Mbps,74.59
2016,National,NU,5/1 Mbps,72.49
2016,National,Nord / North,5/1 Mbps,72.76
2016,National,BC,25/3 Mbps,63.11
2016,National,AB,25/3 Mbps,66.72
2016,National,SK,25/3 Mbps,78.22
2016,National,MB,25/3 Mbps,68.33
2016,National,ON,25/3 Mbps,58.3
2016,National,QC,25/3 Mbps,54.8
2016,National,NB,25/3 Mbps,65.82
2016,National,NL,25/3 Mbps,62.99
2016,National,YT,25/3 Mbps,139.95
2016,National,NT,25/3 Mbps,139.95
2016,National,Nord / North,25/3 Mbps,139.95
2016,National,BC,50/10 Mbps,79.57
2016,National,AB,50/10 Mbps,79.04
2016,National,SK,50/10 Mbps,84.13
2016,National,MB,50/10 Mbps,91.66
2016,National,ON,50/10 Mbps,73.84
2016,National,QC,50/10 Mbps,75.28
2016,National,NB,50/10 Mbps,76.98
2016,National,PE,50/10 Mbps,86.66
2016,National,NS,50/10 Mbps,87.43
2016,National,NL,50/10 Mbps,85.94
2016,National,Canada,5/1 Mbps,56.27
2016,National,Canada,25/3 Mbps,67.97
2016,National,Canada,50/10 Mbps,80.82
2016,National,Sud / South,5/1 Mbps,52.95
2016,National,Sud / South,25/3 Mbps,61.67
2016,National,Sud / South,50/10 Mbps,78.29
