Year,Region,Province/territory,Plan,Average ($),Speed
2021,National,NL,20GB,76.67,LTE
2021,National,NL,50GB,91.67,LTE
2021,National,NL,5GB,73.75,5G
2021,National,NL,10GB,80,5G
2021,National,NL,20GB,80,5G
2021,National,NL,50GB,98.75,5G
2021,National,YT,Talk Plan,19.83,3G
2021,National,YT,1GB,25,3G
2021,National,YT,5GB,40,3G
2021,National,YT,Talk Plan,22.5,LTE
2021,National,YT,1GB,32.25,LTE
2021,National,YT,2GB,41.08,LTE
2021,National,YT,5GB,54,LTE
2021,National,YT,10GB,61.5,LTE
2021,National,YT,20GB,89.83,LTE
2021,National,YT,50GB,92.5,LTE
2021,National,YT,5GB,--,5G
2021,National,YT,10GB,--,5G
2021,National,YT,20GB,--,5G
2021,National,YT,50GB,--,5G
2021,National,NT,Talk Plan,19.83,3G
2021,National,NT,1GB,25,3G
2021,National,NT,5GB,40,3G
2021,National,NT,Talk Plan,21.92,LTE
2021,National,NT,1GB,32.25,LTE
2021,National,NT,2GB,41.08,LTE
2021,National,NT,5GB,54,LTE
2021,National,NT,10GB,58.63,LTE
2021,National,NT,20GB,87.38,LTE
2021,National,NT,50GB,92.5,LTE
2021,National,NT,5GB,--,5G
2021,National,NT,10GB,--,5G
2021,National,NT,20GB,--,5G
2021,National,NT,50GB,--,5G
2021,National,NU,Talk Plan,19.83,3G
2021,National,NU,1GB,25,3G
2021,National,NU,5GB,40,3G
2021,National,NU,Talk Plan,21.94,LTE
2021,National,NU,1GB,32.25,LTE
2021,National,NU,2GB,41.08,LTE
2021,National,NU,5GB,54,LTE
2021,National,NU,10GB,58.63,LTE
2021,National,NU,20GB,87.38,LTE
2021,National,NU,50GB,92.5,LTE
2021,National,NU,5GB,--,5G
2021,National,NU,10GB,--,5G
2021,National,NU,20GB,--,5G
2021,National,NU,50GB,--,5G
2021,National,Nord / North,Talk Plan,19.83,3G
2021,National,Nord / North,1GB,25,3G
2021,National,Nord / North,5GB,40,3G
2021,National,Nord / North,Talk Plan,22.12,LTE
2021,National,Nord / North,1GB,32.25,LTE
2021,National,Nord / North,2GB,41.08,LTE
2021,National,Nord / North,5GB,54,LTE
2021,National,Nord / North,10GB,59.58,LTE
2021,National,Nord / North,20GB,88.19,LTE
2021,National,Nord / North,50GB,92.5,LTE
2021,National,Nord / North,5GB,--,5G
2021,National,Nord / North,10GB,--,5G
2021,National,Nord / North,20GB,--,5G
2021,National,Nord / North,50GB,--,5G
2021,National,Canada,Talk Plan,21.62,3G
2021,National,Canada,1GB,29.9,3G
2021,National,Canada,5GB,40.92,3G
2021,National,Canada,Talk Plan,23.79,LTE
2021,National,Canada,1GB,33.63,LTE
2021,National,Canada,2GB,38.73,LTE
2021,National,Canada,5GB,46.61,LTE
2021,National,Canada,10GB,53.16,LTE
2021,National,Canada,20GB,74.99,LTE
2021,National,Canada,50GB,90.56,LTE
2021,National,Canada,5GB,71.59,5G
2021,National,Canada,10GB,77,5G
2021,National,Canada,20GB,76.66,5G
2021,National,Canada,50GB,95.57,5G
2020,Urbain / Urban,BC,Talk Plan,20,Plus bas prix / Lowest
2020,Urbain / Urban,AB,Talk Plan,20,Plus bas prix / Lowest
2020,Urbain / Urban,SK,Talk Plan,24.04,Plus bas prix / Lowest
2020,Urbain / Urban,MB,Talk Plan,27,Plus bas prix / Lowest
2020,Urbain / Urban,ON,Talk Plan,22.17,Plus bas prix / Lowest
2020,Urbain / Urban,QC,Talk Plan,20.25,Plus bas prix / Lowest
2020,Urbain / Urban,NB,Talk Plan,23.75,Plus bas prix / Lowest
2020,Urbain / Urban,PE,Talk Plan,23.75,Plus bas prix / Lowest
2020,Urbain / Urban,NS,Talk Plan,23.75,Plus bas prix / Lowest
2020,Urbain / Urban,NL,Talk Plan,23.75,Plus bas prix / Lowest
2020,Urbain / Urban,YT,Talk Plan,19.67,Plus bas prix / Lowest
2020,Urbain / Urban,NT,Talk Plan,21,Plus bas prix / Lowest
2020,Urbain / Urban,NU,Talk Plan,21,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,Talk Plan,20.56,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,Talk Plan,22.64,Plus bas prix / Lowest
2020,Urbain / Urban,BC,1GB,27.67,Plus bas prix / Lowest
2020,Urbain / Urban,AB,1GB,27.67,Plus bas prix / Lowest
2020,Urbain / Urban,SK,1GB,32.29,Plus bas prix / Lowest
2020,Urbain / Urban,MB,1GB,32.6,Plus bas prix / Lowest
2020,Urbain / Urban,ON,1GB,27.36,Plus bas prix / Lowest
2020,Urbain / Urban,QC,1GB,25.25,Plus bas prix / Lowest
2020,Urbain / Urban,NB,1GB,27.67,Plus bas prix / Lowest
2020,Urbain / Urban,PE,1GB,27.67,Plus bas prix / Lowest
2020,Urbain / Urban,NS,1GB,27.67,Plus bas prix / Lowest
2020,Urbain / Urban,NL,1GB,27.67,Plus bas prix / Lowest
2020,Urbain / Urban,YT,1GB,26.5,Plus bas prix / Lowest
2020,Urbain / Urban,NT,1GB,26.5,Plus bas prix / Lowest
2020,Urbain / Urban,NU,1GB,26.5,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,1GB,26.5,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,1GB,28.18,Plus bas prix / Lowest
2020,Urbain / Urban,BC,2GB,38.75,Plus bas prix / Lowest
2020,Urbain / Urban,AB,2GB,38.75,Plus bas prix / Lowest
2020,Urbain / Urban,SK,2GB,42.79,Plus bas prix / Lowest
2020,Urbain / Urban,MB,2GB,40,Plus bas prix / Lowest
2020,Urbain / Urban,ON,2GB,38.61,Plus bas prix / Lowest
2020,Urbain / Urban,QC,2GB,35,Plus bas prix / Lowest
2020,Urbain / Urban,NB,2GB,37.5,Plus bas prix / Lowest
2020,Urbain / Urban,PE,2GB,37.5,Plus bas prix / Lowest
2020,Urbain / Urban,NS,2GB,37.5,Plus bas prix / Lowest
2020,Urbain / Urban,NL,2GB,37.5,Plus bas prix / Lowest
2020,Urbain / Urban,YT,2GB,44.67,Plus bas prix / Lowest
2020,Urbain / Urban,NT,2GB,44.67,Plus bas prix / Lowest
2020,Urbain / Urban,NU,2GB,44.67,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,2GB,44.67,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,2GB,38.96,Plus bas prix / Lowest
2020,Urbain / Urban,BC,5GB,47.5,Plus bas prix / Lowest
2020,Urbain / Urban,AB,5GB,47.5,Plus bas prix / Lowest
2020,Urbain / Urban,SK,5GB,51.54,Plus bas prix / Lowest
2020,Urbain / Urban,MB,5GB,49,Plus bas prix / Lowest
2020,Urbain / Urban,ON,5GB,48.33,Plus bas prix / Lowest
2020,Urbain / Urban,QC,5GB,43.25,Plus bas prix / Lowest
2020,Urbain / Urban,NB,5GB,45,Plus bas prix / Lowest
2020,Urbain / Urban,PE,5GB,45,Plus bas prix / Lowest
2020,Urbain / Urban,NS,5GB,45,Plus bas prix / Lowest
2020,Urbain / Urban,NL,5GB,45,Plus bas prix / Lowest
2020,Urbain / Urban,YT,5GB,63,Plus bas prix / Lowest
2020,Urbain / Urban,NT,5GB,59.75,Plus bas prix / Lowest
2020,Urbain / Urban,NU,5GB,59.75,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,5GB,60.83,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,5GB,48,Plus bas prix / Lowest
2020,Urbain / Urban,BC,10GB,65,Plus bas prix / Lowest
2020,Urbain / Urban,AB,10GB,65,Plus bas prix / Lowest
2020,Urbain / Urban,SK,10GB,66.54,Plus bas prix / Lowest
2020,Urbain / Urban,MB,10GB,65,Plus bas prix / Lowest
2020,Urbain / Urban,ON,10GB,64.63,Plus bas prix / Lowest
2020,Urbain / Urban,QC,10GB,55.55,Plus bas prix / Lowest
2020,Urbain / Urban,NB,10GB,61.25,Plus bas prix / Lowest
2020,Urbain / Urban,PE,10GB,61.25,Plus bas prix / Lowest
2020,Urbain / Urban,NS,10GB,61.25,Plus bas prix / Lowest
2020,Urbain / Urban,NL,10GB,61.25,Plus bas prix / Lowest
2020,Urbain / Urban,YT,10GB,84.67,Plus bas prix / Lowest
2020,Urbain / Urban,NT,10GB,91,Plus bas prix / Lowest
2020,Urbain / Urban,NU,10GB,91,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,10GB,88.89,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,10GB,65.05,Plus bas prix / Lowest
2020,Urbain / Urban,BC,20GB,77.5,Plus bas prix / Lowest
2020,Urbain / Urban,AB,20GB,80.42,Plus bas prix / Lowest
2020,Urbain / Urban,SK,20GB,86.54,Plus bas prix / Lowest
2020,Urbain / Urban,MB,20GB,85,Plus bas prix / Lowest
2020,Urbain / Urban,ON,20GB,77.66,Plus bas prix / Lowest
2020,Urbain / Urban,QC,20GB,84.75,Plus bas prix / Lowest
2020,Urbain / Urban,NB,20GB,81.25,Plus bas prix / Lowest
2020,Urbain / Urban,PE,20GB,81.25,Plus bas prix / Lowest
2020,Urbain / Urban,NS,20GB,81.25,Plus bas prix / Lowest
2020,Urbain / Urban,NL,20GB,81.25,Plus bas prix / Lowest
2020,Urbain / Urban,YT,20GB,87.5,Plus bas prix / Lowest
2020,Urbain / Urban,NT,20GB,87.5,Plus bas prix / Lowest
2020,Urbain / Urban,NU,20GB,87.5,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,20GB,87.5,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,20GB,82.22,Plus bas prix / Lowest
2020,Urbain / Urban,BC,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,AB,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,SK,50GB,115,Plus bas prix / Lowest
2020,Urbain / Urban,MB,50GB,118.33,Plus bas prix / Lowest
2020,Urbain / Urban,ON,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,QC,50GB,115,Plus bas prix / Lowest
2020,Urbain / Urban,NB,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,PE,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,NS,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,NL,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,YT,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,NT,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,NU,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,Nord / North,50GB,125,Plus bas prix / Lowest
2020,Urbain / Urban,Canada,50GB,122.58,Plus bas prix / Lowest
2020,Urbain / Urban,BC,Talk Plan,22.5,3G
2020,Urbain / Urban,AB,Talk Plan,22.5,3G
2020,Urbain / Urban,SK,Talk Plan,22.5,3G
2020,Urbain / Urban,MB,Talk Plan,22.5,3G
2020,Urbain / Urban,ON,Talk Plan,22.5,3G
2020,Urbain / Urban,QC,Talk Plan,21.75,3G
2020,Urbain / Urban,NB,Talk Plan,22.5,3G
2020,Urbain / Urban,PE,Talk Plan,22.5,3G
2020,Urbain / Urban,NS,Talk Plan,22.5,3G
2020,Urbain / Urban,NL,Talk Plan,22.5,3G
2020,Urbain / Urban,YT,Talk Plan,20,3G
2020,Urbain / Urban,NT,Talk Plan,20,3G
2020,Urbain / Urban,NU,Talk Plan,20,3G
2020,Urbain / Urban,Nord / North,Talk Plan,20,3G
2020,Urbain / Urban,Canada,Talk Plan,22.2,3G
2020,Urbain / Urban,BC,1GB,31.67,3G
2020,Urbain / Urban,AB,1GB,31.67,3G
2020,Urbain / Urban,SK,1GB,31.67,3G
2020,Urbain / Urban,MB,1GB,31.67,3G
2020,Urbain / Urban,ON,1GB,31.67,3G
2020,Urbain / Urban,QC,1GB,30,3G
2020,Urbain / Urban,NB,1GB,31.67,3G
2020,Urbain / Urban,PE,1GB,31.67,3G
2020,Urbain / Urban,NS,1GB,31.67,3G
2020,Urbain / Urban,NL,1GB,31.67,3G
2020,Urbain / Urban,YT,1GB,30,3G
2020,Urbain / Urban,NT,1GB,30,3G
2020,Urbain / Urban,NU,1GB,30,3G
2020,Urbain / Urban,Nord / North,1GB,30,3G
2020,Urbain / Urban,Canada,1GB,31.36,3G
2020,Urbain / Urban,BC,2GB,36.67,3G
2020,Urbain / Urban,AB,2GB,36.67,3G
2020,Urbain / Urban,SK,2GB,36.67,3G
2020,Urbain / Urban,MB,2GB,36.67,3G
2020,Urbain / Urban,ON,2GB,36.67,3G
2020,Urbain / Urban,QC,2GB,35.67,3G
2020,Urbain / Urban,NB,2GB,36.67,3G
2020,Urbain / Urban,PE,2GB,36.67,3G
2020,Urbain / Urban,NS,2GB,36.67,3G
2020,Urbain / Urban,NL,2GB,36.67,3G
2020,Urbain / Urban,YT,2GB,37.5,3G
2020,Urbain / Urban,NT,2GB,37.5,3G
2020,Urbain / Urban,NU,2GB,37.5,3G
2020,Urbain / Urban,Nord / North,2GB,37.5,3G
2020,Urbain / Urban,Canada,2GB,36.65,3G
2020,Urbain / Urban,BC,5GB,45,3G
2020,Urbain / Urban,AB,5GB,45,3G
2020,Urbain / Urban,SK,5GB,45,3G
2020,Urbain / Urban,MB,5GB,45,3G
2020,Urbain / Urban,ON,5GB,45,3G
2020,Urbain / Urban,QC,5GB,45,3G
2020,Urbain / Urban,NB,5GB,45,3G
2020,Urbain / Urban,PE,5GB,45,3G
2020,Urbain / Urban,NS,5GB,45,3G
2020,Urbain / Urban,NL,5GB,45,3G
2020,Urbain / Urban,YT,5GB,45,3G
2020,Urbain / Urban,NT,5GB,45,3G
2020,Urbain / Urban,NU,5GB,45,3G
2020,Urbain / Urban,Nord / North,5GB,45,3G
2020,Urbain / Urban,Canada,5GB,45,3G
2020,Urbain / Urban,BC,Talk Plan,25,LTE
2020,Urbain / Urban,AB,Talk Plan,25,LTE
2020,Urbain / Urban,SK,Talk Plan,30.38,LTE
2020,Urbain / Urban,MB,Talk Plan,32.5,LTE
2020,Urbain / Urban,ON,Talk Plan,27.72,LTE
2020,Urbain / Urban,QC,Talk Plan,24.67,LTE
2020,Urbain / Urban,NB,Talk Plan,30,LTE
2020,Urbain / Urban,PE,Talk Plan,30,LTE
2020,Urbain / Urban,NS,Talk Plan,30,LTE
2020,Urbain / Urban,NL,Talk Plan,30,LTE
2020,Urbain / Urban,YT,Talk Plan,26.33,LTE
2020,Urbain / Urban,NT,Talk Plan,26,LTE
2020,Urbain / Urban,NU,Talk Plan,26,LTE
2020,Urbain / Urban,Nord / North,Talk Plan,26.11,LTE
2020,Urbain / Urban,Canada,Talk Plan,28.31,LTE
2020,Urbain / Urban,BC,1GB,29,LTE
2020,Urbain / Urban,AB,1GB,29,LTE
2020,Urbain / Urban,SK,1GB,34.72,LTE
2020,Urbain / Urban,MB,1GB,34.5,LTE
2020,Urbain / Urban,ON,1GB,28.54,LTE
2020,Urbain / Urban,QC,1GB,25.33,LTE
2020,Urbain / Urban,NB,1GB,29,LTE
2020,Urbain / Urban,PE,1GB,29,LTE
2020,Urbain / Urban,NS,1GB,29,LTE
2020,Urbain / Urban,NL,1GB,29,LTE
2020,Urbain / Urban,YT,1GB,28,LTE
2020,Urbain / Urban,NT,1GB,28,LTE
2020,Urbain / Urban,NU,1GB,28,LTE
2020,Urbain / Urban,Nord / North,1GB,28,LTE
2020,Urbain / Urban,Canada,1GB,29.55,LTE
2020,Urbain / Urban,BC,2GB,43.75,LTE
2020,Urbain / Urban,AB,2GB,43.75,LTE
2020,Urbain / Urban,SK,2GB,47.79,LTE
2020,Urbain / Urban,MB,2GB,44,LTE
2020,Urbain / Urban,ON,2GB,43.48,LTE
2020,Urbain / Urban,QC,2GB,38.25,LTE
2020,Urbain / Urban,NB,2GB,42.5,LTE
2020,Urbain / Urban,PE,2GB,42.5,LTE
2020,Urbain / Urban,NS,2GB,42.5,LTE
2020,Urbain / Urban,NL,2GB,42.5,LTE
2020,Urbain / Urban,YT,2GB,48,LTE
2020,Urbain / Urban,NT,2GB,48,LTE
2020,Urbain / Urban,NU,2GB,48,LTE
2020,Urbain / Urban,Nord / North,2GB,48,LTE
2020,Urbain / Urban,Canada,2GB,43.55,LTE
2020,Urbain / Urban,BC,5GB,52.5,LTE
2020,Urbain / Urban,AB,5GB,52.5,LTE
2020,Urbain / Urban,SK,5GB,56.54,LTE
2020,Urbain / Urban,MB,5GB,53,LTE
2020,Urbain / Urban,ON,5GB,52.26,LTE
2020,Urbain / Urban,QC,5GB,44.5,LTE
2020,Urbain / Urban,NB,5GB,51.67,LTE
2020,Urbain / Urban,PE,5GB,51.67,LTE
2020,Urbain / Urban,NS,5GB,51.67,LTE
2020,Urbain / Urban,NL,5GB,51.67,LTE
2020,Urbain / Urban,YT,5GB,68,LTE
2020,Urbain / Urban,NT,5GB,63.5,LTE
2020,Urbain / Urban,NU,5GB,63.5,LTE
2020,Urbain / Urban,Nord / North,5GB,65,LTE
2020,Urbain / Urban,Canada,5GB,53,LTE
2020,Urbain / Urban,BC,10GB,65,LTE
2020,Urbain / Urban,AB,10GB,65,LTE
2020,Urbain / Urban,SK,10GB,66.54,LTE
2020,Urbain / Urban,MB,10GB,65,LTE
2020,Urbain / Urban,ON,10GB,64.63,LTE
2020,Urbain / Urban,QC,10GB,54.5,LTE
2020,Urbain / Urban,NB,10GB,61.25,LTE
2020,Urbain / Urban,PE,10GB,61.25,LTE
2020,Urbain / Urban,NS,10GB,61.25,LTE
2020,Urbain / Urban,NL,10GB,61.25,LTE
2020,Urbain / Urban,YT,10GB,84.67,LTE
2020,Urbain / Urban,NT,10GB,91,LTE
2020,Urbain / Urban,NU,10GB,91,LTE
2020,Urbain / Urban,Nord / North,10GB,88.89,LTE
2020,Urbain / Urban,Canada,10GB,64.96,LTE
2020,Urbain / Urban,BC,20GB,77.5,LTE
2020,Urbain / Urban,AB,20GB,80.42,LTE
2020,Urbain / Urban,SK,20GB,86.54,LTE
2020,Urbain / Urban,MB,20GB,85,LTE
2020,Urbain / Urban,ON,20GB,77.66,LTE
2020,Urbain / Urban,QC,20GB,84.75,LTE
2020,Urbain / Urban,NB,20GB,81.25,LTE
2020,Urbain / Urban,PE,20GB,81.25,LTE
2020,Urbain / Urban,NS,20GB,81.25,LTE
2020,Urbain / Urban,NL,20GB,81.25,LTE
2020,Urbain / Urban,YT,20GB,87.5,LTE
2020,Urbain / Urban,NT,20GB,87.5,LTE
2020,Urbain / Urban,NU,20GB,87.5,LTE
2020,Urbain / Urban,Nord / North,20GB,87.5,LTE
2020,Urbain / Urban,Canada,20GB,82.22,LTE
2020,Urbain / Urban,BC,50GB,125,LTE
2020,Urbain / Urban,AB,50GB,125,LTE
2020,Urbain / Urban,SK,50GB,115,LTE
2020,Urbain / Urban,MB,50GB,118.33,LTE
2020,Urbain / Urban,ON,50GB,125,LTE
2020,Urbain / Urban,QC,50GB,115,LTE
2020,Urbain / Urban,NB,50GB,125,LTE
2020,Urbain / Urban,PE,50GB,125,LTE
2020,Urbain / Urban,NS,50GB,125,LTE
2020,Urbain / Urban,NL,50GB,125,LTE
2020,Urbain / Urban,YT,50GB,125,LTE
2020,Urbain / Urban,NT,50GB,125,LTE
2020,Urbain / Urban,NU,50GB,125,LTE
2020,Urbain / Urban,Nord / North,50GB,125,LTE
2020,Urbain / Urban,Canada,50GB,122.58,LTE
2020,Urbain / Urban,BC,5GB,67.5,5G
2020,Urbain / Urban,AB,5GB,67.5,5G
2020,Urbain / Urban,SK,5GB,--,5G
2020,Urbain / Urban,MB,5GB,61.67,5G
2020,Urbain / Urban,ON,5GB,71.79,5G
2020,Urbain / Urban,QC,5GB,61.25,5G
2020,Urbain / Urban,NB,5GB,75,5G
2020,Urbain / Urban,PE,5GB,--,5G
2020,Urbain / Urban,NS,5GB,--,5G
2020,Urbain / Urban,NL,5GB,--,5G
2020,Urbain / Urban,YT,5GB,--,5G
2020,Urbain / Urban,NT,5GB,80,5G
2020,Urbain / Urban,NU,5GB,80,5G
2020,Urbain / Urban,Nord / North,5GB,80,5G
2020,Urbain / Urban,Canada,5GB,69.24,5G
2020,Urbain / Urban,BC,10GB,75,5G
2020,Urbain / Urban,AB,10GB,75,5G
2020,Urbain / Urban,SK,10GB,--,5G
2020,Urbain / Urban,MB,10GB,65,5G
2020,Urbain / Urban,ON,10GB,75,5G
2020,Urbain / Urban,QC,10GB,65,5G
2020,Urbain / Urban,NB,10GB,75,5G
2020,Urbain / Urban,PE,10GB,--,5G
2020,Urbain / Urban,NS,10GB,--,5G
2020,Urbain / Urban,NL,10GB,--,5G
2020,Urbain / Urban,YT,10GB,--,5G
2020,Urbain / Urban,NT,10GB,--,5G
2020,Urbain / Urban,NU,10GB,--,5G
2020,Urbain / Urban,Nord / North,10GB,--,5G
2020,Urbain / Urban,Canada,10GB,71.67,5G
2020,Urbain / Urban,BC,20GB,83.33,5G
2020,Urbain / Urban,AB,20GB,83.33,5G
2020,Urbain / Urban,SK,20GB,--,5G
2020,Urbain / Urban,MB,20GB,85,5G
2020,Urbain / Urban,ON,20GB,76.79,5G
2020,Urbain / Urban,QC,20GB,80,5G
2020,Urbain / Urban,NB,20GB,75,5G
2020,Urbain / Urban,PE,20GB,--,5G
2020,Urbain / Urban,NS,20GB,--,5G
2020,Urbain / Urban,NL,20GB,--,5G
2020,Urbain / Urban,YT,20GB,--,5G
2020,Urbain / Urban,NT,20GB,--,5G
2020,Urbain / Urban,NU,20GB,--,5G
2020,Urbain / Urban,Nord / North,20GB,--,5G
2020,Urbain / Urban,Canada,20GB,80.58,5G
2020,Rural,BC,Talk Plan,21.19,Plus bas prix / Lowest
2020,Rural,AB,Talk Plan,21.67,Plus bas prix / Lowest
2020,Rural,SK,Talk Plan,23.85,Plus bas prix / Lowest
2020,Rural,MB,Talk Plan,23.8,Plus bas prix / Lowest
2020,Rural,ON,Talk Plan,21.75,Plus bas prix / Lowest
2020,Rural,QC,Talk Plan,20.06,Plus bas prix / Lowest
2020,Rural,NB,Talk Plan,21.67,Plus bas prix / Lowest
2020,Rural,PE,Talk Plan,23.75,Plus bas prix / Lowest
2020,Rural,NS,Talk Plan,23.75,Plus bas prix / Lowest
2020,Rural,NL,Talk Plan,20.56,Plus bas prix / Lowest
2020,Rural,YT,Talk Plan,20,Plus bas prix / Lowest
2020,Rural,NT,Talk Plan,20,Plus bas prix / Lowest
2020,Rural,NU,Talk Plan,21.67,Plus bas prix / Lowest
2020,Rural,Nord / North,Talk Plan,20.56,Plus bas prix / Lowest
2020,Rural,Canada,Talk Plan,22.05,Plus bas prix / Lowest
2020,Rural,BC,1GB,28.93,Plus bas prix / Lowest
2020,Rural,AB,1GB,29.33,Plus bas prix / Lowest
2020,Rural,SK,1GB,33.25,Plus bas prix / Lowest
2020,Rural,MB,1GB,31.04,Plus bas prix / Lowest
2020,Rural,ON,1GB,27.67,Plus bas prix / Lowest
2020,Rural,QC,1GB,27.56,Plus bas prix / Lowest
2020,Rural,NB,1GB,27.67,Plus bas prix / Lowest
2020,Rural,PE,1GB,27.67,Plus bas prix / Lowest
2020,Rural,NS,1GB,27.67,Plus bas prix / Lowest
2020,Rural,NL,1GB,26.33,Plus bas prix / Lowest
2020,Rural,YT,1GB,26.5,Plus bas prix / Lowest
2020,Rural,NT,1GB,26.5,Plus bas prix / Lowest
2020,Rural,NU,1GB,26.5,Plus bas prix / Lowest
2020,Rural,Nord / North,1GB,26.5,Plus bas prix / Lowest
2020,Rural,Canada,1GB,28.51,Plus bas prix / Lowest
2020,Rural,BC,2GB,37.08,Plus bas prix / Lowest
2020,Rural,AB,2GB,36.67,Plus bas prix / Lowest
2020,Rural,SK,2GB,44.35,Plus bas prix / Lowest
2020,Rural,MB,2GB,38,Plus bas prix / Lowest
2020,Rural,ON,2GB,36.96,Plus bas prix / Lowest
2020,Rural,QC,2GB,36.13,Plus bas prix / Lowest
2020,Rural,NB,2GB,36.67,Plus bas prix / Lowest
2020,Rural,PE,2GB,37.5,Plus bas prix / Lowest
2020,Rural,NS,2GB,37.5,Plus bas prix / Lowest
2020,Rural,NL,2GB,37.22,Plus bas prix / Lowest
2020,Rural,YT,2GB,37.5,Plus bas prix / Lowest
2020,Rural,NT,2GB,37.5,Plus bas prix / Lowest
2020,Rural,NU,2GB,37.5,Plus bas prix / Lowest
2020,Rural,Nord / North,2GB,37.5,Plus bas prix / Lowest
2020,Rural,Canada,2GB,37.78,Plus bas prix / Lowest
2020,Rural,BC,5GB,45.54,Plus bas prix / Lowest
2020,Rural,AB,5GB,45,Plus bas prix / Lowest
2020,Rural,SK,5GB,52.85,Plus bas prix / Lowest
2020,Rural,MB,5GB,46.6,Plus bas prix / Lowest
2020,Rural,ON,5GB,45.36,Plus bas prix / Lowest
2020,Rural,QC,5GB,43.15,Plus bas prix / Lowest
2020,Rural,NB,5GB,45,Plus bas prix / Lowest
2020,Rural,PE,5GB,45,Plus bas prix / Lowest
2020,Rural,NS,5GB,45,Plus bas prix / Lowest
2020,Rural,NL,5GB,45,Plus bas prix / Lowest
2020,Rural,YT,5GB,45,Plus bas prix / Lowest
2020,Rural,NT,5GB,45,Plus bas prix / Lowest
2020,Rural,NU,5GB,46.67,Plus bas prix / Lowest
2020,Rural,Nord / North,5GB,45.56,Plus bas prix / Lowest
2020,Rural,Canada,5GB,45.82,Plus bas prix / Lowest
2020,Rural,BC,10GB,65.36,Plus bas prix / Lowest
2020,Rural,AB,10GB,65,Plus bas prix / Lowest
2020,Rural,SK,10GB,67.85,Plus bas prix / Lowest
2020,Rural,MB,10GB,63,Plus bas prix / Lowest
2020,Rural,ON,10GB,65.36,Plus bas prix / Lowest
2020,Rural,QC,10GB,55,Plus bas prix / Lowest
2020,Rural,NB,10GB,65,Plus bas prix / Lowest
2020,Rural,PE,10GB,61.25,Plus bas prix / Lowest
2020,Rural,NS,10GB,61.25,Plus bas prix / Lowest
2020,Rural,NL,10GB,66.67,Plus bas prix / Lowest
2020,Rural,YT,10GB,67.5,Plus bas prix / Lowest
2020,Rural,NT,10GB,67.5,Plus bas prix / Lowest
2020,Rural,NU,10GB,81.67,Plus bas prix / Lowest
2020,Rural,Nord / North,10GB,72.22,Plus bas prix / Lowest
2020,Rural,Canada,10GB,64.36,Plus bas prix / Lowest
2020,Rural,BC,20GB,83.93,Plus bas prix / Lowest
2020,Rural,AB,20GB,83.33,Plus bas prix / Lowest
2020,Rural,SK,20GB,88.85,Plus bas prix / Lowest
2020,Rural,MB,20GB,85,Plus bas prix / Lowest
2020,Rural,ON,20GB,83.33,Plus bas prix / Lowest
2020,Rural,QC,20GB,83.27,Plus bas prix / Lowest
2020,Rural,NB,20GB,83.33,Plus bas prix / Lowest
2020,Rural,PE,20GB,81.25,Plus bas prix / Lowest
2020,Rural,NS,20GB,81.25,Plus bas prix / Lowest
2020,Rural,NL,20GB,86.11,Plus bas prix / Lowest
2020,Rural,YT,20GB,87.5,Plus bas prix / Lowest
2020,Rural,NT,20GB,87.5,Plus bas prix / Lowest
2020,Rural,NU,20GB,87.5,Plus bas prix / Lowest
2020,Rural,Nord / North,20GB,87.5,Plus bas prix / Lowest
2020,Rural,Canada,20GB,84.29,Plus bas prix / Lowest
2020,Rural,BC,50GB,125,Plus bas prix / Lowest
2020,Rural,AB,50GB,125,Plus bas prix / Lowest
2020,Rural,SK,50GB,115,Plus bas prix / Lowest
2020,Rural,MB,50GB,115,Plus bas prix / Lowest
2020,Rural,ON,50GB,125,Plus bas prix / Lowest
2020,Rural,QC,50GB,115,Plus bas prix / Lowest
2020,Rural,NB,50GB,125,Plus bas prix / Lowest
2020,Rural,PE,50GB,125,Plus bas prix / Lowest
2020,Rural,NS,50GB,125,Plus bas prix / Lowest
2020,Rural,NL,50GB,125,Plus bas prix / Lowest
2020,Rural,YT,50GB,125,Plus bas prix / Lowest
2020,Rural,NT,50GB,125,Plus bas prix / Lowest
