Year,Entity,Region,Census metropolitan area,Province/territory,Plan,Reported monthly price,Brand,Speed,Channels
2017,Groupe Bragg Group                                         ,Rural,Morell-St. Peters,PE,50/10 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Bragg Group                                         ,Urbain / Urban,Halifax,NS,25/3 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Bragg Group                                         ,Urbain / Urban,Halifax,NS,5/1 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Bragg Group                                         ,Urbain / Urban,Halifax,NS,50/10 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Bragg Group                                         ,Urbain / Urban,Charlottetown,PE,25/3 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Bragg Group                                         ,Urbain / Urban,Charlottetown,PE,5/1 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Bragg Group                                         ,Urbain / Urban,Charlottetown,PE,50/10 Mbps,91.95,Groupe Bragg Group                                         ,,
2017,Groupe Maskatel LP,Rural,La Guadeloupe,QC,IPTV,23,,,30
2017,Groupe Maskatel LP                                         ,Rural,La Guadeloupe,QC,25/3 Mbps,44.95,Groupe Maskatel LP                                         ,,
2017,Groupe Maskatel LP                                         ,Rural,La Guadeloupe,QC,5/1 Mbps,34.95,Groupe Maskatel LP                                         ,,
2017,Groupe Shaw Group,Urbain / Urban,Calgary,AB,Cable,25,,,27
2017,Groupe Shaw Group,Urbain / Urban,Edmonton,AB,Cable,25,,,27
2017,Groupe Shaw Group,Urbain / Urban,Vancouver,BC,Cable,25,,,27
2017,Groupe Shaw Group,Urbain / Urban,Victoria,BC,Cable,25,,,27
2017,Groupe Shaw Group,Urbain / Urban,Winnipeg,MB,Cable,25,,,27
2017,Groupe Shaw Group,Urbain / Urban,Saskatoon,SK,Cable,25,,,27
2017,Groupe Shaw Group                                          ,Urbain / Urban,Calgary,AB,25/3 Mbps,80,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Calgary,AB,5/1 Mbps,60,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Calgary,AB,50/10 Mbps,105,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Edmonton,AB,25/3 Mbps,80,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Edmonton,AB,5/1 Mbps,60,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Edmonton,AB,50/10 Mbps,105,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Vancouver,BC,25/3 Mbps,80,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Vancouver,BC,5/1 Mbps,60,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Vancouver,BC,50/10 Mbps,105,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Victoria,BC,25/3 Mbps,80,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Victoria,BC,5/1 Mbps,60,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Victoria,BC,50/10 Mbps,105,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Winnipeg,MB,25/3 Mbps,80,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Winnipeg,MB,5/1 Mbps,60,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Winnipeg,MB,50/10 Mbps,105,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Saskatoon,SK,25/3 Mbps,80,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Saskatoon,SK,5/1 Mbps,60,Groupe Shaw Group                                          ,,
2017,Groupe Shaw Group                                          ,Urbain / Urban,Saskatoon,SK,50/10 Mbps,105,Groupe Shaw Group                                          ,,
2017,Huron Telecommunications Co-Operative Limited,Rural,Ripley,ON,IPTV,31.5,,,45
2017,Huron Telecommunications Co-Operative Limited              ,Rural,Ripley,ON,25/3 Mbps,54.95,Huron Telecommunications Co-Operative Limited              ,,
2017,Huron Telecommunications Co-Operative Limited              ,Rural,Ripley,ON,5/1 Mbps,33.75,Huron Telecommunications Co-Operative Limited              ,,
2017,Huron Telecommunications Co-Operative Limited              ,Rural,Ripley,ON,50/10 Mbps,54.95,Huron Telecommunications Co-Operative Limited              ,,
2017,Ice Wireless Inc.,Urbain / Urban,Yellowknife,NT,5GB Plan,99,Ice Wireless,LTE,
2017,Ice Wireless Inc.,Urbain / Urban,Yellowknife,NT,Talk Plan,19,Ice Wireless,LTE,
2017,Ice Wireless Inc.,Urbain / Urban,Iqaluit,NU,5GB Plan,99,Ice Wireless,LTE,
2017,Ice Wireless Inc.,Urbain / Urban,Iqaluit,NU,Talk Plan,19,Ice Wireless,LTE,
2017,Ice Wireless Inc.,Urbain / Urban,Whitehorse,YT,5GB Plan,99,Ice Wireless,LTE,
2017,Ice Wireless Inc.,Urbain / Urban,Whitehorse,YT,Talk Plan,19,Ice Wireless,LTE,
2017,La Coopérative de câblodistribution de l'Arrière-Pays      ,Urbain / Urban,Québec,QC,25/3 Mbps,38.95,La Coopérative de câblodistribution de l'Arrière-Pays      ,,
2017,La Coopérative de câblodistribution de l'Arrière-Pays      ,Urbain / Urban,Québec,QC,5/1 Mbps,26.95,La Coopérative de câblodistribution de l'Arrière-Pays      ,,
2017,La Coopérative de câblodistribution de l'Arrière-Pays      ,Urbain / Urban,Québec,QC,50/10 Mbps,66.95,La Coopérative de câblodistribution de l'Arrière-Pays      ,,
2017,Lemalu Holdings Ltd.                                       ,Rural,Glendon,AB,5/1 Mbps,59.95,Lemalu Holdings Ltd.                                       ,,
2017,Managed Network Systems Inc.                               ,Urbain / Urban,Kitchener-Waterloo,ON,5/1 Mbps,59.95,Managed Network Systems Inc.                               ,,
2017,Managed Network Systems Inc.                               ,Urbain / Urban,London,ON,5/1 Mbps,59.95,Managed Network Systems Inc.                               ,,
2017,Managed Network Systems Inc.                               ,Urbain / Urban,Windsor,ON,25/3 Mbps,50,Managed Network Systems Inc.                               ,,
2017,Managed Network Systems Inc.                               ,Urbain / Urban,Windsor,ON,5/1 Mbps,59.95,Managed Network Systems Inc.                               ,,
2017,Managed Network Systems Inc.                               ,Urbain / Urban,Windsor,ON,50/10 Mbps,65,Managed Network Systems Inc.                               ,,
2017,Manitoba NetSet Ltd.                                       ,Rural,Ashern,MB,5/1 Mbps,59.95,Manitoba NetSet Ltd.                                       ,,
2017,Manitoba NetSet Ltd.                                       ,Rural,La Broquerie,MB,5/1 Mbps,59.95,Manitoba NetSet Ltd.                                       ,,
2017,Manitoba NetSet Ltd.                                       ,Rural,Norway House,MB,5/1 Mbps,59.95,Manitoba NetSet Ltd.                                       ,,
2017,MTS Inc.,Rural,Ashern,MB,1GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Ashern,MB,2GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Ashern,MB,5GB Plan,60,MTS,LTE,
2017,MTS Inc.,Rural,Ashern,MB,Talk Plan,35,MTS,LTE,
2017,MTS Inc.,Rural,La Broquerie,MB,1GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,La Broquerie,MB,2GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,La Broquerie,MB,5GB Plan,60,MTS,LTE,
2017,MTS Inc.,Rural,La Broquerie,MB,Talk Plan,35,MTS,LTE,
2017,MTS Inc.,Rural,Norway House,MB,1GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Norway House,MB,2GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Norway House,MB,5GB Plan,60,MTS,LTE,
2017,MTS Inc.,Rural,Norway House,MB,Talk Plan,35,MTS,LTE,
2017,MTS Inc.,Rural,Pine Falls,MB,1GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Pine Falls,MB,2GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Pine Falls,MB,5GB Plan,60,MTS,LTE,
2017,MTS Inc.,Rural,Pine Falls,MB,Talk Plan,35,MTS,LTE,
2017,MTS Inc.,Rural,Southport,MB,1GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Southport,MB,2GB Plan,50,MTS,LTE,
2017,MTS Inc.,Rural,Southport,MB,5GB Plan,60,MTS,LTE,
2017,MTS Inc.,Rural,Southport,MB,Talk Plan,35,MTS,LTE,
2017,MTS Inc.,Urbain / Urban,Winnipeg,MB,1GB Plan,50,MTS,LTE,
2017,MTS Inc.,Urbain / Urban,Winnipeg,MB,2GB Plan,50,MTS,LTE,
2017,MTS Inc.,Urbain / Urban,Winnipeg,MB,5GB Plan,60,MTS,LTE,
2017,MTS Inc.,Urbain / Urban,Winnipeg,MB,IPTV,25,,,38
2017,MTS Inc.,Urbain / Urban,Winnipeg,MB,Talk Plan,35,MTS,LTE,
2017,MTS Inc.                                                   ,Urbain / Urban,Winnipeg,MB,25/3 Mbps,75.95,MTS,,
2017,MTS Inc.                                                   ,Urbain / Urban,Winnipeg,MB,5/1 Mbps,63.95,MTS,,
2017,MTS Inc.                                                   ,Urbain / Urban,Winnipeg,MB,50/10 Mbps,93.95,MTS,,
2017,Multiboard Communications Inc.,Urbain / Urban,Hamilton,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Hamilton,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Hamilton,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Kitchener-Waterloo,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Kitchener-Waterloo,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Kitchener-Waterloo,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,London,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,London,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,London,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Oshawa,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Oshawa,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Oshawa,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Ottawa-Gatineau,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Ottawa-Gatineau,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Ottawa-Gatineau,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,St Catharines - Niagara,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,St Catharines - Niagara,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,St Catharines - Niagara,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Toronto,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Toronto,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Toronto,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Windsor,ON,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Windsor,ON,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Windsor,ON,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Montréal,QC,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Montréal,QC,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Montréal,QC,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Québec,QC,25/3 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Québec,QC,5/1 Mbps,50,Multiboard Communications Inc.,,
2017,Multiboard Communications Inc.,Urbain / Urban,Québec,QC,50/10 Mbps,60,Multiboard Communications Inc.,,
2017,Northwestel Inc.,Rural,Fort Smith,NT,Cable,49.95,,,388
2017,Northwestel Inc.,Urbain / Urban,Yellowknife,NT,Cable,49.95,,,388
2017,Northwestel Inc.,Urbain / Urban,Whitehorse,YT,Cable,49.95,,,388
2017,Northwestel Inc.                                           ,Rural,Fort Smith,NT,25/3 Mbps,110.95,Northwestel Inc.                                           ,,
2017,Northwestel Inc.                                           ,Rural,Fort Smith,NT,5/1 Mbps,41.95,Northwestel Inc.                                           ,,
2017,Northwestel Inc.                                           ,Urbain / Urban,Yellowknife,NT,25/3 Mbps,110.95,Northwestel Inc.                                           ,,
2017,Northwestel Inc.                                           ,Urbain / Urban,Yellowknife,NT,5/1 Mbps,41.95,Northwestel Inc.                                           ,,
2017,Northwestel Inc.                                           ,Urbain / Urban,Whitehorse,YT,25/3 Mbps,110.95,Northwestel Inc.                                           ,,
2017,Northwestel Inc.                                           ,Urbain / Urban,Whitehorse,YT,5/1 Mbps,41.95,Northwestel Inc.                                           ,,
2017,Primus Management ULC                                      ,Rural,Cremona,AB,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Barriere,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bowser,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Cobble Hill,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Hazelton,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Kaslo,BC,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Kaslo,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Keremeos,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Thrums,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bancroft,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bancroft,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bancroft,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bayfield,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bayfield,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Bayfield,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Echo Bay,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Emsdale,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Emsdale,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Emsdale,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Ingleside,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Ingleside,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Ingleside,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Lion's Head,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Lion's Head,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Lion's Head,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Ripley,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Ripley,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Ripley,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,La Guadeloupe,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Lac-Des-Écorces,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Laterrière,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,L'islet,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,New Carlisle,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,Rock Island,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Rural,St-Honoré (Témiscouata Co.),QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Calgary,AB,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Calgary,AB,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Calgary,AB,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Edmonton,AB,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Edmonton,AB,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Edmonton,AB,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Vancouver,BC,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Vancouver,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Vancouver,BC,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Victoria,BC,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Victoria,BC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Victoria,BC,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Hamilton,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Hamilton,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Hamilton,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Kitchener-Waterloo,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Kitchener-Waterloo,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Kitchener-Waterloo,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,London,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,London,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,London,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Oshawa,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Oshawa,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Oshawa,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Ottawa-Gatineau,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Ottawa-Gatineau,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Ottawa-Gatineau,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,St Catharines - Niagara,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,St Catharines - Niagara,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,St Catharines - Niagara,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Toronto,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Toronto,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Toronto,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Windsor,ON,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Windsor,ON,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Windsor,ON,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Montréal,QC,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Montréal,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Montréal,QC,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Québec,QC,25/3 Mbps,59.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Québec,QC,5/1 Mbps,49.95,Primus Management ULC                                      ,,
2017,Primus Management ULC                                      ,Urbain / Urban,Québec,QC,50/10 Mbps,66.95,Primus Management ULC                                      ,,
2017,RFNow Inc.                                                 ,Rural,Redvers,SK,5/1 Mbps,88.95,RFNow Inc.                                                 ,,
2017,Rogers Communications Canada Inc.,Rural,Cremona,AB,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Cremona,AB,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Cremona,AB,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Cremona,AB,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Evansburg,AB,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Evansburg,AB,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Evansburg,AB,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Evansburg,AB,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Glendon,AB,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Glendon,AB,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Glendon,AB,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Glendon,AB,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Hythe,AB,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Hythe,AB,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Hythe,AB,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Hythe,AB,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Wabasca,AB,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Wabasca,AB,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Wabasca,AB,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Wabasca,AB,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Bowser,BC,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Bowser,BC,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Bowser,BC,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Bowser,BC,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Cobble Hill,BC,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Cobble Hill,BC,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Cobble Hill,BC,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Cobble Hill,BC,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Hazelton,BC,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Hazelton,BC,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Hazelton,BC,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Hazelton,BC,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Kaslo,BC,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Kaslo,BC,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Kaslo,BC,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Kaslo,BC,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Keremeos,BC,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Keremeos,BC,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Keremeos,BC,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Keremeos,BC,Talk Plan,20,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Thrums,BC,1GB Plan,40,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Thrums,BC,2GB Plan,45,Chatr,3G,
2017,Rogers Communications Canada Inc.,Rural,Thrums,BC,5GB Plan,85,Fido,LTE,
2017,Rogers Communications Canada Inc.,Rural,Thrums,BC,Talk Plan,20,Chatr,3G,
