Year,Entity,Region,Census metropolitan area,Province/territory,Plan,Reported monthly price,Brand,Speed,Channels
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Hamilton,ON,25/3 Mbps,54.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,St Catharines - Niagara,ON,25/3 Mbps,54.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Windsor,ON,25/3 Mbps,54.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Hamilton,ON,50/10 Mbps,64.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,St Catharines - Niagara,ON,50/10 Mbps,64.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Windsor,ON,50/10 Mbps,64.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Hamilton,ON,100/15 Mbps,84.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,St Catharines - Niagara,ON,100/15 Mbps,84.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Windsor,ON,100/15 Mbps,84.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Hamilton,ON,200/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Hamilton,ON,500/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Hamilton,ON,940/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,St Catharines - Niagara,ON,200/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,St Catharines - Niagara,ON,500/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,St Catharines - Niagara,ON,940/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Windsor,ON,200/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Windsor,ON,500/15 Mbps,104.95,,,
2022,1635652 Ontario Limited o/a WaveDirect Telecommunications,Urbain / Urban,Windsor,ON,940/15 Mbps,104.95,,,
2022,4141903 Canada Inc. (Storm Internet Services),Urbain / Urban,Ottawa-Gatineau,ON,25/3 Mbps,51.95,,,
2022,4141903 Canada Inc. (Storm Internet Services),Urbain / Urban,Ottawa-Gatineau,ON,50/10 Mbps,60.95,,,
2022,4141903 Canada Inc. (Storm Internet Services),Urbain / Urban,Ottawa-Gatineau,ON,200/15 Mbps,85.95,,,
2022,Access Communications Co-operative Limited,Rural,Gull Lake,SK,25/3 Mbps,74.95,,,
2022,Access Communications Co-operative Limited,Rural,Redvers,SK,50/10 Mbps,74.95,,,
2022,Access Communications Co-operative Limited,Rural,Spiritwood,SK,50/10 Mbps,74.95,,,
2022,Access Communications Co-operative Limited,Rural,Redvers,SK,100/15 Mbps,84.95,,,
2022,Access Communications Co-operative Limited,Rural,Spiritwood,SK,100/15 Mbps,84.95,,,
2022,Access Communications Co-operative Limited,Rural,Redvers,SK,200/15 Mbps,104.95,,,
2022,Access Communications Co-operative Limited,Rural,Spiritwood,SK,200/15 Mbps,104.95,,,
2022,Access Communications Co-operative Limited,Urbain / Urban,Regina,SK,25/3 Mbps,64.95,,,
2022,Access Communications Co-operative Limited,Urbain / Urban,Regina,SK,50/10 Mbps,69.95,,,
2022,Access Communications Co-operative Limited,Urbain / Urban,Regina,SK,100/15 Mbps,84.95,,,
2022,Access Communications Co-operative Limited,Urbain / Urban,Regina,SK,200/15 Mbps,104.95,,,
2022,All Communications Network of Canada Co.,Rural,Lac-Des-Écorces,QC,25/3 Mbps,46.99,,,
2022,All Communications Network of Canada Co.,Rural,Laterrière,QC,25/3 Mbps,46.99,,,
2022,All Communications Network of Canada Co.,Rural,Rock Island,QC,25/3 Mbps,46.99,,,
2022,All Communications Network of Canada Co.,Rural,St-Honoré (Témiscouata Co.),QC,25/3 Mbps,46.99,,,
2022,All Communications Network of Canada Co.,Rural,L'islet,QC,25/3 Mbps,48.99,,,
2022,All Communications Network of Canada Co.,Rural,La Guadeloupe,QC,25/3 Mbps,48.99,,,
2022,All Communications Network of Canada Co.,Rural,New Carlisle,QC,25/3 Mbps,48.99,,,
2022,All Communications Network of Canada Co.,Rural,Ingleside,ON,25/3 Mbps,49.99,,,
2022,All Communications Network of Canada Co.,Rural,Laterrière,QC,50/10 Mbps,52.99,,,
2022,All Communications Network of Canada Co.,Rural,Lac-Des-Écorces,QC,50/10 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Rural,Rock Island,QC,50/10 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Rural,St-Honoré (Témiscouata Co.),QC,50/10 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Rural,Laterrière,QC,100/15 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Rural,Hunter River,PE,25/3 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Rural,Morell-St. Peters,PE,25/3 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Rural,Bear River,NS,25/3 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Rural,Mahone Bay,NS,25/3 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Rural,Ingleside,ON,50/10 Mbps,60.99,,,
2022,All Communications Network of Canada Co.,Rural,Bancroft,ON,25/3 Mbps,64.99,,,
2022,All Communications Network of Canada Co.,Rural,Mahone Bay,NS,50/10 Mbps,65.99,,,
2022,All Communications Network of Canada Co.,Rural,Bowser,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Cobble Hill,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Hazelton,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Kaslo,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Keremeos,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Thrums,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Glendon,AB,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,La Broquerie,MB,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,Southport,MB,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Rural,L'islet,QC,50/10 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Rural,La Guadeloupe,QC,50/10 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Rural,Lac-Des-Écorces,QC,100/15 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Rural,New Carlisle,QC,50/10 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Rural,Rock Island,QC,100/15 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Rural,St-Honoré (Témiscouata Co.),QC,100/15 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Rural,Hunter River,PE,50/10 Mbps,71.99,,,
2022,All Communications Network of Canada Co.,Rural,Morell-St. Peters,PE,50/10 Mbps,71.99,,,
2022,All Communications Network of Canada Co.,Rural,Bear River,NS,50/10 Mbps,71.99,,,
2022,All Communications Network of Canada Co.,Rural,Cap-Pelé,NB,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Rural,Florenceville,NB,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Rural,Lamèque,NB,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Rural,Cap-Pelé,NB,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Rural,Florenceville,NB,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Rural,Lamèque,NB,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Rural,Ingleside,ON,200/15 Mbps,95.99,,,
2022,All Communications Network of Canada Co.,Rural,Bowser,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Cobble Hill,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Hazelton,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Kaslo,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Keremeos,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Thrums,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Glendon,AB,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,La Broquerie,MB,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,Southport,MB,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Rural,L'islet,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,La Guadeloupe,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,Lac-Des-Écorces,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,New Carlisle,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,Laterrière,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,Rock Island,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,St-Honoré (Témiscouata Co.),QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Rural,Ingleside,ON,940/15 Mbps,105.99,,,
2022,All Communications Network of Canada Co.,Rural,Bowser,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Cobble Hill,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Hazelton,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Kaslo,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Keremeos,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Thrums,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Glendon,AB,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,La Broquerie,MB,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,Southport,MB,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Rural,L'islet,QC,940/15 Mbps,108.99,,,
2022,All Communications Network of Canada Co.,Rural,La Guadeloupe,QC,940/15 Mbps,108.99,,,
2022,All Communications Network of Canada Co.,Rural,New Carlisle,QC,940/15 Mbps,108.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Montréal,QC,25/3 Mbps,46.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Québec,QC,25/3 Mbps,46.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Hamilton,ON,25/3 Mbps,49.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,St Catharines - Niagara,ON,25/3 Mbps,49.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Windsor,ON,25/3 Mbps,49.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Toronto,ON,25/3 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Ottawa-Gatineau,ON,25/3 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,London,ON,25/3 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Kitchener-Waterloo,ON,25/3 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Oshawa,ON,25/3 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Montréal,QC,50/10 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Québec,QC,50/10 Mbps,57.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Charlottetown,PE,25/3 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Halifax,NS,25/3 Mbps,59.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Vancouver,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Victoria,BC,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Calgary,AB,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Edmonton,AB,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Saskatoon,SK,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Winnipeg,MB,25/3 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Hamilton,ON,50/10 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,St Catharines - Niagara,ON,50/10 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Windsor,ON,50/10 Mbps,67.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Montréal,QC,100/15 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Québec,QC,100/15 Mbps,69.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Charlottetown,PE,50/10 Mbps,71.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Halifax,NS,50/10 Mbps,71.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Toronto,ON,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Ottawa-Gatineau,ON,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,London,ON,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Kitchener-Waterloo,ON,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Oshawa,ON,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Fredericton,NB,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,St. John's,NL,50/10 Mbps,77.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Winnipeg,MB,50/10 Mbps,81.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Toronto,ON,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Ottawa-Gatineau,ON,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,London,ON,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Kitchener-Waterloo,ON,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Oshawa,ON,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Fredericton,NB,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,St. John's,NL,100/15 Mbps,94.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Hamilton,ON,200/15 Mbps,95.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,St Catharines - Niagara,ON,200/15 Mbps,95.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Windsor,ON,200/15 Mbps,95.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Vancouver,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Victoria,BC,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Calgary,AB,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Edmonton,AB,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Saskatoon,SK,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Winnipeg,MB,100/15 Mbps,97.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Toronto,ON,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Ottawa-Gatineau,ON,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,London,ON,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Kitchener-Waterloo,ON,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Oshawa,ON,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Montréal,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Québec,QC,200/15 Mbps,99.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Toronto,ON,500/15 Mbps,104.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Ottawa-Gatineau,ON,500/15 Mbps,104.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,London,ON,500/15 Mbps,104.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Kitchener-Waterloo,ON,500/15 Mbps,104.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Oshawa,ON,500/15 Mbps,104.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Hamilton,ON,940/15 Mbps,105.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,St Catharines - Niagara,ON,940/15 Mbps,105.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Windsor,ON,940/15 Mbps,105.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Vancouver,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Victoria,BC,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Calgary,AB,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Edmonton,AB,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Saskatoon,SK,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Winnipeg,MB,200/15 Mbps,107.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Toronto,ON,940/15 Mbps,114.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Ottawa-Gatineau,ON,940/15 Mbps,114.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,London,ON,940/15 Mbps,114.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Kitchener-Waterloo,ON,940/15 Mbps,114.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Oshawa,ON,940/15 Mbps,114.99,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Calgary,AB,500/15 Mbps,115,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Edmonton,AB,500/15 Mbps,115,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Calgary,AB,940/15 Mbps,125,,,
2022,All Communications Network of Canada Co.,Urbain / Urban,Edmonton,AB,940/15 Mbps,125,,,
2022,Altima Solutions Limited,Urbain / Urban,Toronto,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Ottawa-Gatineau,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Hamilton,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,London,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Kitchener-Waterloo,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,St Catharines - Niagara,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Windsor,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Oshawa,ON,25/3 Mbps,34.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Vancouver,BC,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Victoria,BC,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Calgary,AB,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Edmonton,AB,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Winnipeg,MB,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Toronto,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Ottawa-Gatineau,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Hamilton,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,London,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Kitchener-Waterloo,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,St Catharines - Niagara,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Windsor,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Oshawa,ON,50/10 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Montréal,QC,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Québec,QC,25/3 Mbps,39.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Vancouver,BC,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Victoria,BC,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Calgary,AB,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Edmonton,AB,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Winnipeg,MB,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Montréal,QC,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Québec,QC,50/10 Mbps,43.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Montréal,QC,100/15 Mbps,48.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Québec,QC,100/15 Mbps,48.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Vancouver,BC,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Victoria,BC,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Calgary,AB,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Edmonton,AB,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Winnipeg,MB,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Toronto,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Ottawa-Gatineau,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Hamilton,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,London,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Kitchener-Waterloo,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,St Catharines - Niagara,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Windsor,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Oshawa,ON,100/15 Mbps,49.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Toronto,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Ottawa-Gatineau,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Hamilton,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,London,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Kitchener-Waterloo,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,St Catharines - Niagara,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Windsor,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Oshawa,ON,200/15 Mbps,59.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Toronto,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Ottawa-Gatineau,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Hamilton,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,London,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Kitchener-Waterloo,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,St Catharines - Niagara,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Windsor,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Oshawa,ON,500/15 Mbps,69.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Vancouver,BC,200/15 Mbps,70.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Victoria,BC,200/15 Mbps,70.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Calgary,AB,200/15 Mbps,70.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Edmonton,AB,200/15 Mbps,70.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Winnipeg,MB,200/15 Mbps,70.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Montréal,QC,200/15 Mbps,74.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Québec,QC,200/15 Mbps,74.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Montréal,QC,500/15 Mbps,79.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Québec,QC,500/15 Mbps,79.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Vancouver,BC,500/15 Mbps,80.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Victoria,BC,500/15 Mbps,80.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Calgary,AB,500/15 Mbps,80.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Edmonton,AB,500/15 Mbps,80.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Winnipeg,MB,500/15 Mbps,80.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Vancouver,BC,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Victoria,BC,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Calgary,AB,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Edmonton,AB,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Winnipeg,MB,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Toronto,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Ottawa-Gatineau,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Hamilton,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,London,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Kitchener-Waterloo,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,St Catharines - Niagara,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Windsor,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Oshawa,ON,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Montréal,QC,940/15 Mbps,85.99,,,
2022,Altima Solutions Limited,Urbain / Urban,Québec,QC,940/15 Mbps,85.99,,,
